Gene,score,was used in training,link to MGI
Cyp2s1,-1.9778,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cyp2s1
2410066E13Rik,-1.978,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=2410066E13Rik
Fibp,-1.9781,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Fibp
A930033H14Rik,-1.9784,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=A930033H14Rik
Cnn2,-1.9784,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cnn2
Chac1,-1.9785,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Chac1
Etd,-1.9786,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Etd
Ccdc116,-1.9787,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ccdc116
Nkx2-6,-1.9787,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Nkx2-6
Bicd1,-1.979,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Bicd1
TC1430172,-1.979,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=TC1430172
Nucb2,-1.9791,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Nucb2
Ugt2b34,-1.9791,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ugt2b34
6820421L05Rik*,-1.9792,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=6820421L05Rik*
F9,-1.9793,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=F9
Xpnpep3,-1.9793,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Xpnpep3
Mvd,-1.9794,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mvd
1700034K16Rik,-1.9794,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=1700034K16Rik
Gm1625,-1.9796,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gm1625
mCG1049722.1,-1.9796,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=mCG1049722.1
Ercc6l,-1.9797,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ercc6l
Katna1,-1.9801,TRUE,http://www.informatics.jax.org/searchtool/Search.do?query=Katna1
Cdca1,-1.9801,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cdca1
Wdr3,-1.9803,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Wdr3
Fkbp8,-1.9805,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Fkbp8
Drd3,-1.9807,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Drd3
Aldob,-1.9807,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Aldob
Cnga1,-1.9809,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cnga1
LOC241794,-1.9814,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC241794
Bgn,-1.9816,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Bgn
Mm.202219,-1.9818,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mm.202219
4631405J19Rik,-1.9819,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=4631405J19Rik
A630078I01Rik*,-1.9821,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=A630078I01Rik*
2010317E24Rik,-1.9821,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=2010317E24Rik
A230050P20Rik,-1.9822,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=A230050P20Rik
Iqwd1,-1.9823,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Iqwd1
Fbxw19,-1.9825,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Fbxw19
9230102G06Rik*,-1.9825,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=9230102G06Rik*
Wdfy1,-1.9826,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Wdfy1
Thtpa,-1.9827,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Thtpa
LOC434010,-1.9827,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC434010
Tgif2,-1.9828,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tgif2
Usp38,-1.9828,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Usp38
Lrrn6a,-1.9829,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Lrrn6a
6030452D12Rik,-1.9829,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=6030452D12Rik
Rab37,-1.983,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rab37
Fkbpl,-1.983,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Fkbpl
Chrna4,-1.9834,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Chrna4
Mm.191660,-1.9834,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mm.191660
Pold4,-1.9834,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pold4
Scd1,-1.9836,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Scd1
Ankrd53,-1.9839,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ankrd53
Tcfap2d,-1.9841,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tcfap2d
C630031J20Rik*,-1.9841,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=C630031J20Rik*
Aldh1b1,-1.9843,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Aldh1b1
P2rx7,-1.9847,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=P2rx7
C230003A10Rik*,-1.985,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=C230003A10Rik*
Olfr70,-1.9852,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Olfr70
1700034O15Rik,-1.9854,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=1700034O15Rik
Eml2,-1.9854,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Eml2
LOC433727,-1.9856,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC433727
Ldoc1l,-1.9858,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ldoc1l
LOC433081,-1.9859,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC433081
Osr2,-1.9861,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Osr2
Map4k4,-1.9863,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Map4k4
2810012L14Rik,-1.9864,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=2810012L14Rik
AI467606,-1.9865,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=AI467606
Arf2,-1.9867,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Arf2
LOC331595,-1.9867,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC331595
LOC432901,-1.9874,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC432901
Abhd10,-1.9874,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Abhd10
Pik3r3,-1.9875,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pik3r3
Zfp697,-1.9876,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Zfp697
Lrat,-1.9877,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Lrat
2610528E23Rik,-1.9879,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=2610528E23Rik
Rds,-1.988,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rds
Spata17,-1.9883,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Spata17
2410193C02Rik,-1.9883,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=2410193C02Rik
Actr5,-1.9886,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Actr5
Tlr11,-1.9887,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tlr11
Eltd1,-1.9887,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Eltd1
AI987662,-1.9888,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=AI987662
Mm.44643,-1.9889,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mm.44643
Evx1,-1.9891,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Evx1
Mm.373572,-1.9891,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mm.373572
Hps1,-1.9892,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Hps1
H2-M1,-1.9893,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=H2-M1
Phf2,-1.9897,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Phf2
1700027D21Rik,-1.9897,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=1700027D21Rik
BC030863,-1.9898,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=BC030863
Slc5a5,-1.9899,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Slc5a5
2310002L13Rik,-1.9899,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=2310002L13Rik
5430411C19Rik*,-1.9902,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=5430411C19Rik*
LOC381597,-1.9903,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC381597
LOC433882,-1.9904,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC433882
Mm.135709,-1.9908,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mm.135709
LOC432671,-1.9908,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC432671
Myom3,-1.9908,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Myom3
Rab3gap1,-1.9908,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rab3gap1
LOC629059,-1.991,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC629059
Alx4,-1.991,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Alx4
D930005D10Rik,-1.991,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=D930005D10Rik
Ptpn21,-1.9911,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ptpn21
Gpr158,-1.9912,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gpr158
2310021P13Rik*,-1.9913,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=2310021P13Rik*
Pak7,-1.9916,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pak7
Treml4,-1.9916,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Treml4
Amh,-1.9916,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Amh
Zfp592,-1.9917,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Zfp592
Pgam5,-1.9918,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pgam5
Psme4,-1.992,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Psme4
4931433A01Rik,-1.9922,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=4931433A01Rik
Col23a1,-1.9922,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Col23a1
Pcdha4,-1.9923,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pcdha4
Gpr56,-1.9924,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gpr56
Ddt,-1.9924,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ddt
Dhx34,-1.9925,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Dhx34
Fntb,-1.9925,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Fntb
Prrg3,-1.9928,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Prrg3
Bmp2k,-1.9929,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Bmp2k
TC1563474,-1.993,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=TC1563474
Phf15,-1.9933,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Phf15
Ccnf,-1.9936,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ccnf
LOC226538,-1.9937,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC226538
8030491B10Rik*,-1.9938,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=8030491B10Rik*
4933422H20Rik,-1.9939,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=4933422H20Rik
Olfr665,-1.9941,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Olfr665
LOC433009,-1.9942,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC433009
Ythdf2,-1.9942,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ythdf2
A530016O06Rik,-1.9942,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=A530016O06Rik
Cdc2l1,-1.9944,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cdc2l1
Tdrkh,-1.9945,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tdrkh
Golga3,-1.9948,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Golga3
Gdpd2,-1.995,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gdpd2
A930038C07Rik,-1.9953,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=A930038C07Rik
Rbbp6,-1.9954,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rbbp6
D17H6S56E-3,-1.9954,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=D17H6S56E-3
LOC432852,-1.9957,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC432852
2410012M07Rik,-1.9958,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=2410012M07Rik
D330001F17Rik,-1.9959,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=D330001F17Rik
Sds,-1.996,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Sds
Slco3a1,-1.9963,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Slco3a1
Zfp694,-1.9963,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Zfp694
Inpp5d,-1.9965,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Inpp5d
Adamdec1,-1.9965,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Adamdec1
Pard6b,-1.9966,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pard6b
Mllt4,-1.9966,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mllt4
TC1563370,-1.9971,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=TC1563370
Dntt,-1.9971,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Dntt
Zfp467,-1.9974,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Zfp467
Leng8,-1.9975,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Leng8
Mm.319083,-1.9975,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mm.319083
Il21,-1.9976,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Il21
Ms4a3,-1.9978,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ms4a3
Ube2q,-1.9982,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ube2q
Parc,-1.9982,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Parc
Nudt18,-1.9982,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Nudt18
1700012B18Rik,-1.9983,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=1700012B18Rik
9430025M13Rik,-1.9983,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=9430025M13Rik
Tsen54,-1.9984,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tsen54
Ahr,-1.9986,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ahr
Mcm10,-1.9987,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mcm10
Huwe1,-1.9989,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Huwe1
Arpp21,-1.9992,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Arpp21
Evc2,-1.9995,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Evc2
C630035N08Rik,-1.9995,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=C630035N08Rik
Fpgt,-1.9997,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Fpgt
Rock2,-1.9997,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rock2
Slc12a7,-1.9999,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Slc12a7
Rif1,-1.9999,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rif1
D930020B18Rik,-2.0001,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=D930020B18Rik
Erg,-2.0002,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Erg
Afg3l1,-2.0003,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Afg3l1
LOC384670,-2.0003,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC384670
Mm.336576,-2.0004,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mm.336576
4933435E02Rik,-2.0004,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=4933435E02Rik
Zfp583,-2.0005,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Zfp583
Zfp410,-2.0005,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Zfp410
D130029J02Rik,-2.0006,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=D130029J02Rik
Obox5,-2.0006,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Obox5
Rp1hl1,-2.0007,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rp1hl1
Dclre1a,-2.0009,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Dclre1a
Cyp4f16,-2.0009,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cyp4f16
Fgf6,-2.001,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Fgf6
Msh4,-2.001,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Msh4
Fbxo31,-2.0011,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Fbxo31
Tcerg1l,-2.0011,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tcerg1l
Sh3bp5l,-2.0014,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Sh3bp5l
Pou6f1,-2.0014,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pou6f1
AB041803,-2.0015,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=AB041803
Prlpm,-2.0015,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Prlpm
Slc34a2,-2.0018,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Slc34a2
BC025833,-2.0019,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=BC025833
Krt75,-2.002,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Krt75
Slco2b1,-2.0021,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Slco2b1
Dnaja1,-2.0021,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Dnaja1
BC050188,-2.0022,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=BC050188
Olfr1428,-2.0024,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Olfr1428
Casd1,-2.0025,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Casd1
Hmbox1,-2.0026,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Hmbox1
Ephb2,-2.0027,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ephb2
LOC433758,-2.0028,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC433758
Bdh1,-2.0029,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Bdh1
LOC215538,-2.003,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC215538
Lrig2,-2.003,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Lrig2
Abl1,-2.003,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Abl1
LOC545557,-2.0032,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC545557
Gadd45b,-2.0032,TRUE,http://www.informatics.jax.org/searchtool/Search.do?query=Gadd45b
Mecp2,-2.0032,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mecp2
Brp16,-2.0033,TRUE,http://www.informatics.jax.org/searchtool/Search.do?query=Brp16
Zfp101,-2.0034,TRUE,http://www.informatics.jax.org/searchtool/Search.do?query=Zfp101
Arl4c,-2.0034,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Arl4c
2810437L13Rik,-2.0037,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=2810437L13Rik
Zfp92,-2.0038,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Zfp92
Usf2,-2.0039,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Usf2
Wtap,-2.004,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Wtap
5730455O13Rik,-2.004,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=5730455O13Rik
Cdyl,-2.0041,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cdyl
Gm614,-2.0041,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gm614
U2af1l4,-2.0043,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=U2af1l4
Triobp,-2.0045,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Triobp
Mrgprb5,-2.0047,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mrgprb5
Padi6,-2.0048,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Padi6
Foxi2,-2.0048,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Foxi2
Atp11c,-2.0052,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Atp11c
Mki67ip,-2.0056,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mki67ip
3110004L20Rik,-2.0056,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=3110004L20Rik
Rbm39,-2.0058,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rbm39
Doc2g,-2.006,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Doc2g
1200006F02Rik,-2.0061,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=1200006F02Rik
Centa1,-2.0062,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Centa1
Mm.101501,-2.0063,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mm.101501
Olfr2,-2.0063,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Olfr2
LOC434289,-2.0063,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC434289
Larp6,-2.0065,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Larp6
Bnip3l,-2.0073,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Bnip3l
Panx2,-2.0074,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Panx2
Tmed5,-2.0075,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tmed5
Zfp426,-2.0077,TRUE,http://www.informatics.jax.org/searchtool/Search.do?query=Zfp426
D19Ertd386e,-2.0079,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=D19Ertd386e
4732418C07Rik,-2.0079,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=4732418C07Rik
2010001E11Rik,-2.0079,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=2010001E11Rik
Creb5,-2.0087,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Creb5
Kcmf1,-2.0088,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Kcmf1
Tnrc6c,-2.0089,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tnrc6c
Mmp17,-2.009,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mmp17
Gm430,-2.0091,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gm430
LOC381483,-2.0091,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC381483
Tie1,-2.0093,TRUE,http://www.informatics.jax.org/searchtool/Search.do?query=Tie1
Mm.131332,-2.0094,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mm.131332
Upk2,-2.0094,TRUE,http://www.informatics.jax.org/searchtool/Search.do?query=Upk2
7420403K13Rik*,-2.0095,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=7420403K13Rik*
Anapc2,-2.0096,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Anapc2
mCG1028044.1,-2.0098,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=mCG1028044.1
Ptcra,-2.0098,TRUE,http://www.informatics.jax.org/searchtool/Search.do?query=Ptcra
Cnih4,-2.0098,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cnih4
Mm.225050,-2.01,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mm.225050
LOC432617,-2.01,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC432617
Gm203,-2.0102,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gm203
Tpm4,-2.0103,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tpm4
Ltk,-2.0106,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ltk
Gdap1,-2.0107,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gdap1
Rnf126,-2.0109,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rnf126
Fah,-2.0111,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Fah
Mm.26072,-2.0114,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mm.26072
Tcap,-2.0115,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tcap
1810034K20Rik,-2.0115,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=1810034K20Rik
Cstad,-2.0115,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cstad
2610208M17Rik,-2.0116,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=2610208M17Rik
Gls2,-2.0117,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gls2
Tdrd9,-2.0117,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tdrd9
Clic3,-2.0118,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Clic3
Tmem132d,-2.0118,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tmem132d
LOC236893,-2.0119,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC236893
Mipep,-2.0119,TRUE,http://www.informatics.jax.org/searchtool/Search.do?query=Mipep
Slc4a11,-2.012,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Slc4a11
Gchfr,-2.0122,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gchfr
Nol7,-2.0123,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Nol7
Atp8a1,-2.0124,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Atp8a1
Zbtb40,-2.0126,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Zbtb40
Ints5,-2.0126,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ints5
A430093F15Rik,-2.0127,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=A430093F15Rik
Aldh3a2,-2.0129,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Aldh3a2
Sgpl1,-2.013,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Sgpl1
Kcnk4,-2.0132,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Kcnk4
