Gene,score,was used in training,link to MGI
Icos,-1.1983,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Icos
Ubr2,-1.1985,TRUE,http://www.informatics.jax.org/searchtool/Search.do?query=Ubr2
Psap,-1.1989,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Psap
Pstk,-1.1993,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pstk
Usp3,-1.1994,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Usp3
Cluap1,-1.1997,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cluap1
Arfgap3,-1.1999,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Arfgap3
Ereg,-1.2,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ereg
Mkl1,-1.2002,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mkl1
Zfand1,-1.2003,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Zfand1
A030009A09Rik,-1.2004,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=A030009A09Rik
Arfip2,-1.2005,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Arfip2
Gspt2,-1.2006,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gspt2
A130066N16Rik,-1.2009,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=A130066N16Rik
F730050M04Rik*,-1.2012,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=F730050M04Rik*
Nop17,-1.2012,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Nop17
BC019561,-1.2012,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=BC019561
5730437N04Rik,-1.2012,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=5730437N04Rik
Dlgap1,-1.2014,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Dlgap1
Clk3,-1.2015,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Clk3
Mm.358838,-1.202,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mm.358838
9430010O03Rik,-1.202,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=9430010O03Rik
LOC434437,-1.2023,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC434437
Coq3,-1.2023,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Coq3
Slc32a1,-1.2023,TRUE,http://www.informatics.jax.org/searchtool/Search.do?query=Slc32a1
Sfrs8,-1.2024,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Sfrs8
Kcnn3,-1.2024,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Kcnn3
Ppil2,-1.2025,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ppil2
Lias,-1.2028,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Lias
Rtcd1,-1.2029,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rtcd1
Eno1,-1.2034,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Eno1
Cul3,-1.2038,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cul3
Prcc,-1.2038,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Prcc
Ctsf,-1.204,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ctsf
Exosc5,-1.2041,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Exosc5
Tas2r139,-1.2043,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tas2r139
Nfia,-1.2043,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Nfia
LOC436008,-1.2047,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC436008
Denr,-1.2048,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Denr
Lmna,-1.2049,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Lmna
2610042O14Rik,-1.2053,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=2610042O14Rik
Syf2,-1.2057,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Syf2
Angel2,-1.2058,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Angel2
Nol5a,-1.2058,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Nol5a
Ifrg15,-1.2059,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ifrg15
Myo5a,-1.2059,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Myo5a
Pfdn5,-1.2061,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pfdn5
AY074887,-1.2062,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=AY074887
1110037F02Rik,-1.2063,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=1110037F02Rik
Jarid2,-1.2064,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Jarid2
BC024997,-1.2065,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=BC024997
Phf3,-1.2066,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Phf3
Lrp3,-1.2068,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Lrp3
Brd7,-1.207,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Brd7
1110004F10Rik,-1.2072,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=1110004F10Rik
Panx1,-1.2072,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Panx1
F2rl1,-1.2074,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=F2rl1
LOC433202,-1.2078,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC433202
Dhdds,-1.2081,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Dhdds
TC1445293,-1.2082,TRUE,http://www.informatics.jax.org/searchtool/Search.do?query=TC1445293
Dhx30,-1.2082,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Dhx30
Gabrb2,-1.2086,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gabrb2
Stard4,-1.2088,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Stard4
Inpp5b,-1.2096,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Inpp5b
Morf4l1,-1.2098,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Morf4l1
Fkbp1a,-1.2099,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Fkbp1a
Atxn7l4,-1.21,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Atxn7l4
Hdgfl1,-1.21,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Hdgfl1
1700086D15Rik*,-1.2102,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=1700086D15Rik*
Emp2,-1.2104,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Emp2
1110020P15Rik,-1.2105,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=1110020P15Rik
Arhgef1,-1.2106,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Arhgef1
Pnn,-1.2107,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pnn
2300002D11Rik,-1.2107,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=2300002D11Rik
Eif4a1,-1.2108,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Eif4a1
Cdk5rap3,-1.2109,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cdk5rap3
2610101J03Rik,-1.2111,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=2610101J03Rik
Rab3il1,-1.2116,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rab3il1
V1re7,-1.2116,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=V1re7
Mlstd2,-1.2118,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mlstd2
Cd300a,-1.212,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cd300a
Endod1,-1.2121,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Endod1
Arhgap5,-1.2121,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Arhgap5
Rec8L1,-1.2128,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rec8L1
Ttll1,-1.2131,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ttll1
Mmp25,-1.2134,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mmp25
Pgbd5,-1.2134,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pgbd5
Fga,-1.2135,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Fga
Mm.319516,-1.2142,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mm.319516
0610012D14Rik,-1.2144,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=0610012D14Rik
Ints8,-1.2145,TRUE,http://www.informatics.jax.org/searchtool/Search.do?query=Ints8
Ndufa5,-1.2145,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ndufa5
Ccdc127,-1.2149,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ccdc127
Adm,-1.215,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Adm
Creg2,-1.2152,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Creg2
Col9a2,-1.2153,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Col9a2
2310061C15Rik,-1.2157,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=2310061C15Rik
Psmd1,-1.2159,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Psmd1
C030048B08Rik,-1.216,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=C030048B08Rik
Gale,-1.2161,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gale
Sumo1,-1.2164,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Sumo1
Txlnb,-1.2169,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Txlnb
BC094219,-1.2171,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=BC094219
Ptp4a2,-1.2171,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ptp4a2
Mm.353627,-1.2173,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mm.353627
Mrp63,-1.2173,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mrp63
Mm.274484,-1.2173,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mm.274484
Adamts20,-1.2174,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Adamts20
Lgmn,-1.2177,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Lgmn
Timp2,-1.2183,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Timp2
Ankrd23,-1.2187,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ankrd23
D2Wsu81e,-1.219,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=D2Wsu81e
Mm.352421,-1.2193,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mm.352421
Frap1,-1.2201,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Frap1
Tulp3,-1.2203,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tulp3
4930403L05Rik,-1.2204,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=4930403L05Rik
Wdr40b,-1.2204,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Wdr40b
Cntfr,-1.2208,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cntfr
LOC272661,-1.2209,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC272661
Ccdc85a,-1.2211,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ccdc85a
Bri3bp,-1.2215,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Bri3bp
Prdx1,-1.2224,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Prdx1
Hcn4,-1.2227,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Hcn4
Bckdk,-1.223,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Bckdk
Cyp2d13,-1.2233,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cyp2d13
Rbm26,-1.2234,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rbm26
Kif3a,-1.2235,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Kif3a
1110001A07Rik,-1.2237,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=1110001A07Rik
LOC432567,-1.2239,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC432567
Dgkd,-1.2242,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Dgkd
B630019A10Rik,-1.2242,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=B630019A10Rik
Scn11a,-1.2242,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Scn11a
Pdhb,-1.2243,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pdhb
Txn2,-1.2245,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Txn2
Gm561,-1.225,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gm561
Gm1157,-1.2254,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gm1157
Limk2,-1.2256,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Limk2
Tceb1,-1.226,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tceb1
1700027L20Rik,-1.226,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=1700027L20Rik
Dck,-1.2262,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Dck
Sod2,-1.2266,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Sod2
Rgnef,-1.2267,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rgnef
Rpl22,-1.2277,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rpl22
Eif3s6ip,-1.228,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Eif3s6ip
Ddx25,-1.2283,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ddx25
AI662250,-1.2283,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=AI662250
Ruvbl2,-1.2286,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ruvbl2
Rgma,-1.2288,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rgma
Rabepk,-1.2292,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rabepk
Pctk2,-1.2294,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pctk2
Churc1,-1.2295,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Churc1
Abi3,-1.2296,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Abi3
Dbndd2,-1.2298,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Dbndd2
Nnat,-1.2301,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Nnat
Cd200,-1.2306,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cd200
4732474O15Rik,-1.2308,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=4732474O15Rik
Gdi2,-1.231,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gdi2
1600016N20Rik,-1.2311,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=1600016N20Rik
Tfb1m,-1.2314,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tfb1m
Rhoa,-1.2316,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rhoa
Ap2a1,-1.2316,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ap2a1
Xlr4c,-1.2316,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Xlr4c
Ehd4,-1.2317,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ehd4
Smap1l,-1.2318,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Smap1l
Zhx1,-1.234,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Zhx1
Trappc4,-1.2351,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Trappc4
Oprd1,-1.2352,TRUE,http://www.informatics.jax.org/searchtool/Search.do?query=Oprd1
2310014H01Rik,-1.2354,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=2310014H01Rik
Fau,-1.2357,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Fau
Gipc2,-1.2358,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gipc2
Aplp2,-1.2364,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Aplp2
Sltm,-1.2373,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Sltm
Txnip,-1.2373,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Txnip
Tmem174,-1.2376,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tmem174
Ccdc113,-1.2378,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ccdc113
D13Wsu50e,-1.2383,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=D13Wsu50e
Sec23b,-1.2387,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Sec23b
Dusp5,-1.2388,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Dusp5
Ucp2,-1.2391,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ucp2
Pfpl,-1.2393,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pfpl
Fbxo30,-1.2395,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Fbxo30
LOC433188,-1.2396,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC433188
St3gal2,-1.2401,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=St3gal2
LOC545135,-1.2403,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=LOC545135
9330181H08Rik*,-1.2406,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=9330181H08Rik*
Disc1,-1.2407,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Disc1
Nelf,-1.2407,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Nelf
6430527G18Rik,-1.241,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=6430527G18Rik
C330023M02Rik,-1.2411,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=C330023M02Rik
Ccdc81,-1.2414,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ccdc81
1810007P19Rik,-1.2419,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=1810007P19Rik
Slc26a4,-1.242,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Slc26a4
Ccr1,-1.2421,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ccr1
Timm10,-1.243,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Timm10
D17Ertd441e,-1.2431,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=D17Ertd441e
Rnuxa,-1.2433,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rnuxa
mCG3800.2,-1.2435,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=mCG3800.2
1110049F12Rik,-1.244,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=1110049F12Rik
Mm.228046,-1.244,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mm.228046
Dhx33,-1.2441,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Dhx33
Atxn2,-1.2443,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Atxn2
Mm.347812,-1.2445,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mm.347812
Fmod,-1.2446,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Fmod
4933402N03Rik,-1.2446,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=4933402N03Rik
Spag7,-1.2447,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Spag7
1700087M12Rik*,-1.2447,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=1700087M12Rik*
Kcnj9,-1.2447,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Kcnj9
Hist1h1c,-1.2448,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Hist1h1c
Mtap9,-1.2449,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mtap9
4932441B19Rik,-1.2452,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=4932441B19Rik
Aqp11,-1.2452,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Aqp11
B230218O03,-1.2456,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=B230218O03
Rpl8,-1.2459,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rpl8
4733401H18Rik,-1.246,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=4733401H18Rik
Gckr,-1.2461,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gckr
Tmem85,-1.2461,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tmem85
Prkcdbp,-1.2462,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Prkcdbp
Tmem118,-1.2463,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tmem118
Gtf2a1,-1.2464,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Gtf2a1
Eif2s3x,-1.2464,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Eif2s3x
Ldb1,-1.247,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ldb1
Trpm2,-1.2474,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Trpm2
Pla2g10,-1.2476,TRUE,http://www.informatics.jax.org/searchtool/Search.do?query=Pla2g10
Ube2c,-1.2477,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ube2c
Hexa,-1.2478,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Hexa
Osbpl10,-1.2479,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Osbpl10
Nsun2,-1.2485,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Nsun2
Rit1,-1.2488,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rit1
Dmap1,-1.2489,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Dmap1
AU045404,-1.249,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=AU045404
2810430M08Rik,-1.2494,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=2810430M08Rik
Pla2g4e,-1.2494,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pla2g4e
D330027P03Rik*,-1.2496,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=D330027P03Rik*
Spry2,-1.2497,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Spry2
Zfp57,-1.25,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Zfp57
0610037P05Rik,-1.2501,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=0610037P05Rik
Snx12,-1.2501,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Snx12
Shc3,-1.2502,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Shc3
Zzz3,-1.2502,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Zzz3
Orc2l,-1.2502,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Orc2l
Ict1,-1.2505,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ict1
Car5b,-1.2506,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Car5b
Mettl7a,-1.2507,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Mettl7a
Kif7,-1.251,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Kif7
Rshl1,-1.2514,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Rshl1
Rnd2,-1.2515,TRUE,http://www.informatics.jax.org/searchtool/Search.do?query=Rnd2
Commd10,-1.2524,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Commd10
Umps,-1.2525,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Umps
D730039F16Rik,-1.2525,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=D730039F16Rik
Pctk1,-1.2525,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Pctk1
Nudt16l1,-1.2525,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Nudt16l1
BC033915,-1.2526,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=BC033915
Ccnk,-1.2535,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ccnk
Clns1a,-1.2536,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Clns1a
Otud7b,-1.2537,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Otud7b
1700110N18Rik,-1.2538,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=1700110N18Rik
Flt4,-1.254,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Flt4
Slc7a6,-1.2541,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Slc7a6
2310022M17Rik,-1.2541,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=2310022M17Rik
2400001E08Rik,-1.2543,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=2400001E08Rik
Usp9x,-1.2543,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Usp9x
9430016H08Rik,-1.2544,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=9430016H08Rik
1700023B02Rik,-1.2544,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=1700023B02Rik
Ncoa6ip,-1.2546,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ncoa6ip
Herpud1,-1.2547,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Herpud1
Csl,-1.2547,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Csl
4930448K20Rik,-1.2547,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=4930448K20Rik
Ppp1r10,-1.2552,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ppp1r10
Ankrd52,-1.2553,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ankrd52
Sp3,-1.2554,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Sp3
Vps52,-1.2555,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Vps52
Ccpg1,-1.2563,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ccpg1
Prmt3,-1.2564,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Prmt3
Upf3a,-1.2564,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Upf3a
Tnik,-1.2569,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Tnik
5730557B15Rik,-1.257,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=5730557B15Rik
Acox2,-1.2571,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Acox2
Ptprcap,-1.2573,TRUE,http://www.informatics.jax.org/searchtool/Search.do?query=Ptprcap
Klhl18,-1.2573,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Klhl18
0610007L01Rik,-1.2578,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=0610007L01Rik
Ptdss2,-1.2579,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Ptdss2
E130013N09Rik,-1.2579,TRUE,http://www.informatics.jax.org/searchtool/Search.do?query=E130013N09Rik
Cttnbp2,-1.2584,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Cttnbp2
Bxdc2,-1.2584,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Bxdc2
Kmo,-1.2587,FALSE,http://www.informatics.jax.org/searchtool/Search.do?query=Kmo
